response_id,condition,in_school,work_hours,has_job,job_satis,toi_1,toi_2,toi_3,skil_aq_1,skil_aq_2,skil_aq_3,job_avail,sksh_pre,passion_1,passion_2,passion_3,job_year,js_intent_1,js_intent_2,js_intent_3,js_intent_4,js_intent_5,js_intent_6,tr_int_ex_1,tr_int_ex_2,tr_int_in_1,tr_int_in_2,expectancy_1,expectancy_2,bls_link,satis_post,male,race,highest_ed,sksh_post,age,study_ID
R_1F9RsuJsim5mFG5,supply,0,5,1,5,2,4,2,6,5,7,7,5,4,5,6,3,2,2,3,2,3,2,1,1,1,1,5,6,1,5,1,1,6,6,40,js_4
R_4PdPk84gG9G1gB7,music,1,4,1,5,5,3,4,6,4,3,2,5,3,5,6,2,3,2,4,3,2,4,4,3,2,2,3,4,0,5,0,1,2,5,25,js_4
R_b0Yvp6GBSWDnl1H,supply,0,4,1,4,1,1,1,7,7,7,4,6,5,3,3,3,3,4,2,2,3,3,1,1,1,4,5,5,0,5,1,1,6,5,25,js_4
R_daNanDktHYsXbdX,music,1,3,1,3,5,5,5,6,5,6,3,3,4,5,4,4,2,2,2,2,3,3,4,3,2,2,5,5,1,3,1,1,5,5,54,js_4
R_8p5lvPTUu2baBoN,supply,0,6,1,5,4,3,4,7,7,7,6,6,7,3,7,5,3,2,4,3,5,5,1,1,2,3,5,5,0,5,0,2,6,3,22,js_4
R_5pfu9I827cttcAB,music,0,6,1,6,3,3,3,3,5,7,4,4,6,3,3,3,2,2,2,2,2,2,1,1,2,2,6,6,1,6,0,1,7,2,33,js_4
R_a3JVH7BIBvzPyE5,treatment,1,3,1,3,4,3,3,5,5,5,2,3,2,6,6,4,3,2,3,2,4,4,3,3,1,4,5,5,1,3,0,1,5,NA,19,js_4
R_5AReum9aM3MqzIN,supply,0,5,1,5,2,2,2,5,6,2,2,6,6,7,4,5,5,5,5,5,5,5,4,4,5,5,7,6,1,1,0,7,3,6,28,js_4
R_6iklyLs2M6gZsmp,supply,0,3,1,4,2,2,2,4,4,6,6,5,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_aidEkvi314OVny5,treatment,0,3,0,4,4,2,3,7,7,7,5,5,7,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_3lskJyt5rIhShMN,treatment,0,4,0,3,4,2,2,3,5,6,2,5,5,5,1,3,1,2,1,1,3,3,2,2,1,2,7,5,1,3,0,1,3,7,29,js_4
R_3smTyeS54vUWBhP,supply,1,3,1,5,2,2,2,7,6,7,6,5,5,3,2,4,3,3,4,3,4,2,2,2,3,3,6,6,0,5,0,7,3,3,21,js_4
R_bCVZSu8WCyBu3eB,music,0,3,0,4,2,2,2,7,7,7,5,4,5,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_3E3V0UpGXAApYzj,treatment,0,2,0,3,5,4,4,5,5,6,3,6,3,5,2,5,4,3,3,4,5,3,3,3,3,4,4,5,0,2,0,3,3,6,27,js_4
R_cNmSa1ZGVi1SRFj,music,0,6,1,6,2,2,1,7,7,7,5,6,5,5,6,2,3,2,2,1,3,3,2,1,2,2,3,5,0,6,0,2,3,5,43,js_4
R_3eK6qYrqlxOXHlb,music,0,6,1,3,2,2,2,6,6,6,3,6,5,3,3,3,2,3,2,2,3,3,1,1,2,2,6,6,1,5,1,1,3,5,30,js_4
R_eerpCQieTPLFnMN,supply,0,5,1,3,4,3,3,5,5,6,2,2,3,2,2,5,3,4,4,3,5,4,3,3,3,3,4,3,0,3,0,1,2,2,28,js_4
R_01D1izOrdQ4Dx5P,supply,0,3,0,5,3,3,3,5,5,6,3,5,6,3,3,2,1,2,1,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_0054bm5rcETYwQd,supply,1,3,1,1,1,1,1,7,7,7,4,1,3,7,7,5,2,2,4,2,4,2,2,2,2,2,5,5,1,7,0,3,2,3,19,js_4
R_1SRKEj9n6Egj0bz,treatment,1,5,1,4,2,2,2,5,5,7,1,4,7,3,1,5,2,3,4,3,4,3,4,4,4,3,6,5,1,4,1,1,5,5,28,js_4
R_es5HKc4x85xH8TH,music,0,2,0,2,5,5,5,6,6,6,2,6,2,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_09xOWpmMH3zp6uh,music,0,6,1,6,2,4,3,5,5,6,6,5,5,4,5,1,1,1,1,1,2,3,1,1,2,2,4,4,0,6,1,1,5,4,31,js_4
R_8dje1P3VhYP5DKJ,supply,1,3,0,2,4,4,2,5,6,6,5,5,6,3,3,5,2,1,2,2,3,4,1,1,2,3,6,5,1,2,1,1,3,5,26,js_4
R_8q9QXJb3ue74Qo5,treatment,0,5,1,3,2,2,3,5,6,6,2,4,5,3,4,3,2,3,3,2,2,2,2,2,3,4,5,5,0,5,0,1,2,4,46,js_4
R_eS4ZOI1tCdPD77f,supply,0,5,1,5,4,4,4,6,6,6,3,2,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_4OWndEhf9gbVQMt,music,0,6,1,3,3,3,3,6,6,6,2,3,3,5,3,2,2,2,2,2,2,2,1,1,2,2,2,2,0,3,0,1,6,2,48,js_4
R_brcMYBr3sxklT1z,treatment,0,2,0,7,1,1,2,6,5,7,7,3,7,2,3,1,1,1,1,1,1,5,3,1,5,5,7,7,1,4,1,3,3,6,33,js_4
R_5zKOYJ6FR5Xowjb,treatment,1,4,1,4,6,5,5,4,4,6,5,3,5,3,4,2,3,2,2,1,2,3,5,4,3,4,5,4,0,4,0,1,7,6,24,js_4
R_eKBwKnpS1zbveCN,supply,0,5,0,1,2,2,2,7,7,7,3,5,6,3,5,5,2,5,4,2,5,3,1,1,2,3,6,5,1,1,1,1,6,3,38,js_4
R_1Y8kJ16rnTYa71b,supply,0,2,0,1,2,2,2,5,5,7,5,5,6,2,5,2,2,2,1,1,2,2,3,3,3,3,2,2,0,1,1,1,2,5,56,js_4
R_b7q4FeZSXH4fmE5,treatment,0,2,0,1,4,3,2,6,6,7,5,7,6,3,2,5,4,2,5,4,5,2,1,1,2,2,5,3,1,1,0,1,6,6,22,js_4
R_6lP4TlR50Euy2MZ,music,0,3,0,3,2,3,3,5,6,6,1,2,7,2,2,5,1,5,2,3,3,4,1,1,5,4,5,2,0,2,1,1,3,2,23,js_4
R_089OD6cLw36aBXD,music,0,4,0,5,3,3,3,7,7,7,2,6,6,2,2,4,1,1,1,1,1,1,1,1,2,3,3,2,0,5,0,1,6,1,52,js_4
R_3enjwtpLFREx1n7,supply,1,2,0,1,1,1,1,7,7,7,2,4,6,1,1,5,4,5,5,4,5,4,3,3,5,5,5,5,1,1,0,2,6,4,30,js_4
R_5i2W9lW6eXZftKB,music,0,6,1,6,2,2,2,6,6,6,5,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_4I8eOJcb8uXpcKV,music,1,2,1,3,3,2,3,6,5,6,3,3,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_e9RJ1URD8vOLfzT,music,0,5,0,2,2,2,2,7,7,7,1,6,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_9QWKgZCQrJYIf65,music,0,3,1,4,3,3,3,2,2,6,6,5,6,2,2,3,3,2,2,2,2,3,3,3,4,4,7,7,1,6,0,7,6,4,25,js_4
R_3qimWCATymTlHXT,supply,0,6,1,5,4,3,3,6,5,6,2,5,5,2,6,5,5,2,5,4,5,4,1,1,2,3,5,6,1,5,1,1,6,3,23,js_4
R_3z7PSKiIduR6l13,music,0,6,1,5,5,5,5,4,6,6,6,4,6,3,4,3,1,2,2,2,1,2,1,1,1,1,6,6,0,5,1,1,6,6,32,js_4
R_0Dswy4Kc1hEWJff,music,0,4,0,4,3,4,3,6,6,7,3,2,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_82Dx18UDoquSOgt,supply,0,6,1,5,6,6,6,5,4,6,3,5,6,4,2,2,2,1,2,1,3,2,2,2,2,2,5,5,1,5,0,1,3,5,38,js_4
R_dmuZ1wlofch69sF,supply,1,5,1,1,5,5,5,5,6,7,5,4,6,3,6,5,3,4,3,3,5,4,2,2,3,4,4,4,0,1,1,1,6,2,26,js_4
R_6Y8oXpn3AfN4RIF,supply,1,4,1,6,4,2,2,6,6,6,5,5,6,3,1,4,2,3,2,2,2,3,1,1,2,2,7,7,0,6,1,1,3,2,24,js_4
R_5bvtllUvwVbxr37,music,0,6,1,3,3,2,2,7,7,7,6,6,5,4,5,5,3,5,5,4,4,4,2,2,2,3,4,2,0,2,1,3,3,5,34,js_4
R_0eSnExVtqwfZ6kZ,supply,0,4,1,4,2,2,2,7,7,7,2,6,6,7,7,5,3,2,5,4,3,5,5,5,5,5,7,7,0,4,0,2,2,5,23,js_4
R_6QAmIgo2HHgT5yZ,treatment,0,2,1,2,2,5,3,5,6,7,5,4,5,4,3,5,3,3,4,4,5,4,1,1,3,4,7,7,0,3,0,2,7,5,31,js_4
R_3WbwKooW3wNELRj,music,1,3,0,5,1,1,1,5,6,7,5,6,5,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,5,1,1,6,6,55,js_4
R_5mAjBdgx2bmXqQd,supply,0,4,0,5,4,3,2,7,6,6,1,5,4,5,6,5,1,2,1,2,2,2,1,1,3,3,4,5,0,5,1,1,2,4,20,js_4
R_5cCFyywLMcHmwjr,treatment,0,6,1,6,2,2,2,6,6,6,6,6,6,2,2,2,1,1,1,1,1,1,1,1,1,1,6,6,0,6,1,1,5,6,41,js_4
R_3KqVJszRtwj8IIJ,treatment,0,6,1,6,2,2,2,6,6,6,5,6,6,2,2,1,1,1,1,1,1,1,1,1,1,1,6,6,0,6,1,1,6,6,44,js_4
R_6EvLO0hJhnyNztH,treatment,0,3,0,2,3,3,3,6,6,6,3,5,6,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_dheuCyL1dZqeDCl,music,1,3,0,5,5,5,5,7,7,7,5,6,7,1,1,4,2,3,2,1,2,3,2,3,3,2,3,3,0,5,1,1,3,5,22,js_4
R_1UkcT2E8q3dNp1H,treatment,0,4,0,4,3,2,2,5,6,5,5,4,5,3,3,4,4,3,2,2,3,5,4,4,3,4,7,3,1,3,1,1,1,5,27,js_4
R_5zn8nMbeuW29pnD,supply,0,2,0,1,5,4,4,6,6,6,6,6,6,4,3,5,2,4,4,3,4,3,1,1,2,3,7,6,1,1,0,1,6,5,26,js_4
R_cMAZRfl9xwockND,music,0,5,1,2,5,5,4,6,7,7,1,7,2,7,6,4,5,5,5,2,5,5,1,3,4,4,6,3,1,2,1,3,3,6,29,js_4
R_9GfTdBp5W6UHUot,treatment,1,4,1,6,2,2,2,7,7,7,2,5,5,3,2,2,1,1,1,1,1,3,5,5,2,3,7,7,1,6,0,1,6,6,33,js_4
R_2lXoP3tu1YqSJV3,treatment,0,3,0,6,3,3,3,6,6,6,5,5,6,4,4,2,2,1,1,1,2,1,2,1,2,1,6,6,0,6,0,1,2,5,33,js_4
R_0PMpxbokfV0opRr,treatment,0,6,1,5,6,5,5,2,5,7,6,2,5,2,2,1,1,1,1,1,1,1,2,1,4,2,2,5,0,5,0,1,8,4,27,js_4
R_0chyyfmF7FzUK3P,music,1,5,1,4,6,4,4,5,5,7,6,7,3,6,7,5,4,4,5,5,5,5,3,3,4,4,7,7,1,4,1,1,3,7,27,js_4
R_3enuLUhH4fSa9md,supply,0,3,0,4,2,2,2,6,7,1,7,6,6,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,0,4,0,1,5,2,55,js_4
R_3gvQlgpVIn4CWeV,music,0,4,1,2,6,6,5,6,5,6,2,3,5,6,7,5,4,2,4,3,5,4,4,4,2,2,3,2,1,2,0,7,6,3,23,js_4
R_2snxPTKQSws3oDX,supply,0,4,0,1,2,2,2,7,7,7,2,7,6,2,1,3,2,3,2,2,3,4,1,1,3,2,3,3,1,3,0,1,3,2,48,js_4
R_7WDEERga47nSclf,supply,0,2,0,4,5,4,4,6,6,6,3,4,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_3aWos1RSpQqcCzz,music,0,5,1,3,5,5,5,5,5,6,3,6,5,4,7,2,1,1,1,1,1,1,2,2,2,2,4,4,0,5,0,1,3,6,26,js_4
R_cGdlqgPVtd8wDsN,music,0,5,1,6,5,5,4,6,6,6,5,5,5,2,2,5,4,4,4,4,4,1,3,3,4,4,5,5,1,5,0,1,7,4,43,js_4
R_d6h7wTuL9PoORp3,supply,1,2,1,6,2,2,2,7,7,7,4,4,7,6,4,3,3,3,3,3,5,3,3,3,3,3,5,5,0,4,0,2,3,4,34,js_4
R_4Ji9oU0cAparu4t,supply,1,3,1,3,4,1,1,7,7,7,1,7,7,3,1,5,3,5,4,4,4,4,5,5,3,5,7,7,0,4,0,1,3,4,19,js_4
R_cGwDBwZHhKaUJM1,music,0,6,1,2,4,2,3,6,5,6,6,4,4,5,5,5,3,4,4,4,4,5,4,4,3,3,6,6,0,3,0,1,5,5,49,js_4
R_2au8CD5rLxHu8tL,treatment,0,4,1,5,2,2,2,6,7,6,4,5,5,5,6,5,4,5,4,1,3,4,5,4,4,4,7,7,0,5,1,1,2,7,20,js_4
R_6nVjqRhSyNzW0uN,supply,0,3,1,4,5,5,5,2,5,2,2,5,7,3,2,5,2,2,3,2,4,3,3,3,2,3,2,2,NA,3,0,1,7,4,30,js_4
R_3OG4n6vdsUnjb2R,treatment,0,2,0,7,3,2,3,6,6,6,6,5,6,2,2,2,2,3,1,1,1,3,3,3,3,4,5,5,0,6,0,1,5,2,24,js_4
R_0iWANuxOelfhSkZ,treatment,0,6,1,3,1,1,1,7,7,7,1,6,5,2,2,4,3,3,3,3,4,4,4,4,4,4,7,7,1,3,0,1,3,6,39,js_4
R_bDjyMaScRbExwup,supply,0,4,1,6,2,2,2,6,6,6,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,3,5,5,1,5,0,1,3,3,23,js_4
R_5mVJoUhAfQIT0ot,music,0,2,1,4,2,3,5,6,4,5,5,2,7,2,5,5,5,5,5,5,5,5,4,2,5,5,6,3,0,1,0,1,6,2,28,js_4
R_6mzetYRsYLMtwXP,music,0,5,1,5,2,2,2,5,5,6,2,1,6,3,6,5,3,3,4,3,4,4,1,1,2,2,6,5,0,5,0,4,6,2,24,js_4
R_0kwi8u9WD2IZ4IB,supply,0,6,1,3,1,1,6,7,5,7,2,4,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_6ik2hArVbuCQbQN,treatment,0,6,1,3,2,2,1,6,6,7,5,7,6,2,2,5,3,3,2,1,3,3,1,1,3,3,6,6,0,4,1,1,7,6,34,js_4
R_0pO3Fy18gAlImmp,supply,0,4,1,5,2,2,2,3,5,6,2,5,6,3,2,5,4,4,5,2,4,4,1,1,1,3,2,2,1,5,0,1,6,4,55,js_4
R_0chGYWcOvN7QdmZ,treatment,1,2,0,3,4,3,4,6,6,5,2,6,5,6,2,3,3,4,3,3,4,NA,3,4,4,4,4,4,0,2,0,1,3,3,26,js_4
R_cRMB8fCEvJ5vNFb,music,0,5,1,6,1,2,1,6,7,6,6,6,7,2,2,2,1,1,1,1,1,1,5,5,1,2,6,6,1,6,0,1,6,6,54,js_4
R_56hOcbtPWO6bSrb,treatment,0,2,0,1,5,2,1,7,7,7,4,4,6,5,3,5,2,2,1,1,2,5,1,1,1,1,7,7,1,1,0,1,6,5,31,js_4
R_3HL1luv0DIO26Et,music,0,5,1,6,3,3,3,4,6,7,3,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_23GFeAIqNSgG0VT,treatment,0,6,1,3,2,2,2,3,3,6,5,6,5,3,5,5,3,3,3,3,4,4,3,3,3,3,6,6,1,2,1,1,2,7,34,js_4
R_7aE5CxQChwXirGZ,supply,0,4,0,6,3,3,3,5,5,6,7,7,2,7,7,1,1,1,1,1,1,1,1,1,3,3,6,6,0,7,0,1,3,7,23,js_4
R_71kgHaBIvxpgLs1,supply,0,2,0,3,3,3,3,5,5,6,4,4,5,3,4,4,3,3,3,3,3,3,3,2,3,4,6,5,1,3,0,1,4,4,36,js_4
R_2lfl2oqZiVzatx3,treatment,0,6,1,3,1,1,1,5,5,7,3,3,5,1,1,2,3,2,3,2,3,3,3,3,2,3,7,7,1,3,0,1,6,4,36,js_4
R_bNiI2Jx4pWc6LwF,music,0,5,1,5,3,3,3,7,7,7,5,5,7,3,1,3,3,2,2,2,3,4,1,1,1,1,5,5,0,5,1,1,3,3,30,js_4
R_0IYRLu5mb25cOB7,treatment,1,2,0,1,3,3,2,6,7,6,3,4,6,2,2,5,5,5,5,5,5,5,4,3,3,3,4,5,0,2,0,1,3,6,22,js_4
R_dds0d5hMyqEy6Xz,supply,1,4,1,6,6,5,5,5,5,5,6,6,5,2,2,5,3,3,2,1,2,3,1,1,2,2,6,6,0,7,1,1,7,2,28,js_4
R_9uAZgshiBsvNG1D,music,0,6,1,7,3,3,3,6,6,6,7,5,7,2,2,1,2,3,1,1,1,2,1,1,3,3,7,7,1,7,1,1,6,3,25,js_4
R_cNHJBoSuNlqhNMp,music,0,1,0,1,2,2,2,7,7,7,5,2,4,3,1,5,3,3,3,3,4,3,4,3,3,3,5,5,0,1,1,1,5,2,26,js_4
R_cUth0hgS1bHKRKt,music,0,3,0,2,5,4,5,6,5,6,5,5,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_39iMojzVOZnaGBn,music,0,2,0,6,2,2,1,5,5,6,3,6,2,5,5,1,1,1,1,1,2,1,1,1,2,2,5,5,0,7,0,2,2,6,68,js_4
R_3F1DmIubsGZG8m1,treatment,0,5,1,2,4,4,4,6,6,6,2,7,7,4,4,5,3,3,4,3,5,2,1,1,2,3,6,6,0,2,1,1,7,5,27,js_4
R_d4rwN9M2YCVQ3Fb,supply,0,3,0,2,2,4,3,7,6,7,6,3,4,4,4,5,2,4,5,3,5,4,3,3,NA,NA,7,7,0,2,1,3,3,1,31,js_4
R_8kT9L7klrUniED3,treatment,0,5,1,4,4,4,4,5,6,6,3,4,5,4,3,5,2,4,3,3,4,3,2,2,4,4,5,5,1,4,1,1,6,5,25,js_4
R_3JnhK9swlb17WaF,supply,0,3,1,5,5,5,5,5,5,6,5,6,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_2uGEkOYrQMeqHJj,music,1,6,1,2,2,3,1,6,6,7,6,5,3,5,6,4,4,2,4,3,5,4,4,4,1,2,6,6,1,2,1,1,6,3,27,js_4
R_7252ryLkxQ2oMCx,treatment,0,5,1,3,4,4,4,6,6,6,4,4,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_4
R_eniRKm1SXm2L0r3,treatment,0,3,1,2,3,2,3,3,3,6,3,5,5,2,5,5,4,4,4,4,4,4,3,3,4,4,6,4,0,1,0,3,7,2,27,js_4
R_ddjiWwayTFhPAmV,supply,0,4,1,5,2,2,3,5,6,6,4,6,5,5,2,5,5,5,4,4,5,4,1,1,4,4,6,6,0,5,1,3,7,1,28,js_4
R_eUKQGkAd9GKfXyB,music,1,4,1,4,2,2,2,6,6,6,6,5,3,5,5,3,3,3,2,2,4,2,2,2,3,4,6,5,0,4,0,1,5,3,23,js_4
R_d6w3LMLBAKNDGZL,treatment,1,4,0,2,2,2,1,6,6,7,5,6,5,2,2,5,2,3,2,2,4,4,2,2,3,3,7,6,1,2,1,1,3,6,18,js_4
R_26rJKJYhMf0CqCF,supply,0,6,1,6,5,5,4,3,3,3,3,3,7,2,2,3,2,2,2,1,2,3,3,3,3,3,3,3,1,5,0,1,6,3,41,js_4
R_d7seRTPaIQKd34V,supply,1,3,1,4,2,2,2,7,7,7,7,7,6,3,6,4,4,4,4,4,4,4,4,4,2,3,7,7,1,5,0,1,6,7,32,js_4
R_4MjdOw3cc1x3Gbb,music,0,5,1,5,2,2,2,6,6,6,6,5,6,2,1,1,3,4,3,3,5,4,3,1,1,3,7,5,0,5,0,1,2,5,27,js_4
R_2o5f1aL35a5xuoB,music,0,3,0,6,2,2,2,2,5,6,7,5,6,2,2,1,1,1,1,1,2,2,1,1,1,1,6,2,0,6,1,1,3,6,46,js_4
R_ehZ9BXu7M6Bffi5,treatment,0,5,1,5,3,2,2,7,7,7,3,4,6,2,4,4,5,5,4,4,5,5,4,4,5,5,6,6,1,5,0,1,6,6,29,js_4
R_3R76lDbHI4TzjDv,treatment,0,2,0,3,3,2,2,6,6,6,6,6,5,5,6,2,1,2,1,1,2,2,1,2,2,2,4,4,1,4,0,1,6,7,65,js_4
R_3eZ9APgDDj3ibLD,supply,0,4,0,1,6,6,6,6,6,6,2,3,2,6,6,4,3,2,3,3,4,3,1,1,1,2,4,2,0,1,0,1,6,6,60,js_4
R_43pMWzgsGtcNbF3,supply,0,6,0,6,3,3,3,5,5,5,2,6,4,4,6,4,3,2,2,3,2,2,3,3,3,3,5,5,0,7,1,1,3,6,26,js_4
R_1ze1y2qbX9IqtI9,treatment,0,4,1,2,2,2,2,6,6,6,4,6,5,4,3,4,3,3,4,3,3,3,1,1,1,1,5,1,1,1,1,1,6,4,54,js_4
R_71lhMMee8cVovPf,music,0,5,1,6,4,4,4,6,6,6,2,4,6,4,2,2,2,2,2,2,2,2,3,1,2,1,2,2,0,6,1,1,7,2,31,js_4
R_bBf99mWOt5oXkvr,treatment,0,3,1,7,2,2,2,7,7,7,4,4,6,4,2,1,1,3,1,1,2,1,1,1,3,3,6,6,1,7,1,1,3,7,39,js_4
R_9naZxAeCS1QOiEJ,music,0,2,0,7,2,2,2,6,6,6,3,2,4,5,3,1,1,1,1,1,1,1,1,1,1,1,5,3,0,7,0,1,3,2,23,js_4
R_4JjYJooSnORGli5,music,0,3,0,1,2,1,2,5,6,7,4,5,4,5,5,5,3,4,4,3,5,5,3,3,3,3,4,3,1,1,0,1,5,5,59,js_4
R_07mUuGuegQWm6zP,treatment,0,2,0,1,4,4,4,7,7,7,5,7,7,5,7,5,4,4,4,3,4,NA,2,3,3,3,7,7,0,1,1,1,2,6,24,js_4
R_bOeVU43sxT6CXrL,music,1,5,1,5,1,2,2,7,7,6,6,5,5,3,3,3,2,2,2,2,3,4,2,3,3,3,4,5,0,5,1,1,NA,5,27,js_4
R_d6zYBhyBvLoifzL,supply,0,6,1,5,1,1,1,5,6,7,7,2,6,1,1,1,1,2,1,1,2,2,1,1,1,2,7,6,0,7,1,1,2,1,36,js_4
R_7NYPMu2hd7Zqu3z,treatment,0,4,0,5,5,4,4,6,6,6,4,6,5,5,4,2,2,2,2,2,2,2,1,1,2,2,4,4,1,4,0,1,5,4,34,js_4
R_8D0fGrb0nZD3c6p,treatment,0,4,0,6,2,2,2,5,5,6,6,6,6,5,4,3,2,2,2,2,2,2,2,2,2,2,6,6,0,6,1,1,3,6,25,js_4
R_1zXtMI5ueLIVAxf,music,0,5,0,4,2,5,2,5,3,4,2,4,4,4,4,3,2,2,3,2,2,2,2,2,2,2,4,3,0,4,1,1,3,4,20,js_4
R_3qhX4pK6zilGRZr,supply,1,3,0,5,2,2,2,7,7,6,5,4,6,3,2,4,5,4,4,3,4,3,2,2,4,3,6,5,0,5,1,1,3,3,29,js_4
R_cMbBcSuG2gkw7dP,supply,1,4,1,6,2,2,1,7,7,7,7,4,7,1,1,2,3,2,2,2,2,1,5,5,5,2,7,7,1,5,0,3,6,1,33,js_4
R_ekAuNgm6z1CWDid,music,0,5,1,4,3,2,3,5,5,4,3,4,4,4,4,3,3,3,3,3,3,3,2,2,3,3,4,4,0,4,1,4,6,3,25,js_4
R_0rD9dRuM1SCbYYR,supply,0,6,1,6,3,3,3,5,6,5,5,5,6,4,3,2,2,1,1,1,1,2,1,1,2,NA,5,5,0,6,1,1,7,4,31,js_4
R_5tInoI3GBCP4cHb,music,0,6,1,5,1,1,1,7,7,7,2,6,7,4,1,3,1,2,2,1,2,2,1,1,1,3,6,6,1,3,1,1,2,6,48,js_4
R_e5q3jDF9RCa5iuN,music,0,6,0,1,1,1,1,7,7,7,4,3,5,2,2,5,3,4,4,4,4,4,1,1,3,3,6,4,0,1,1,3,6,2,24,js_4
R_5hhOfOoGDxpGAAd,supply,0,2,0,5,5,4,5,6,4,5,3,5,5,4,4,2,1,1,1,1,1,1,1,1,1,1,5,5,0,5,1,1,1,4,20,js_4
R_8jF5MgNzxWScMwR,treatment,0,6,0,1,4,4,4,7,7,7,4,4,5,3,4,5,3,3,4,3,4,3,3,3,2,2,4,4,0,1,1,1,6,4,26,js_4
R_78tga3vpKjdYiTb,music,0,6,1,4,4,4,3,5,5,5,6,6,6,3,5,4,2,3,3,4,3,3,4,4,4,3,4,5,0,4,1,1,3,3,30,js_4
R_a5UOOKAlKp4Kc5v,treatment,0,5,1,5,2,2,2,6,6,6,5,4,6,4,2,4,3,4,2,2,3,3,2,2,3,3,6,5,1,5,1,1,2,5,25,js_4
R_byeADV1SEEbJruZ,treatment,1,6,1,7,4,4,4,7,7,7,5,6,7,4,4,3,1,1,1,2,1,3,3,3,3,3,6,6,1,6,1,4,7,6,27,js_4
R_4IbJK7LDF9WGwjH,supply,0,4,0,3,4,4,4,6,6,6,6,6,6,3,3,3,2,2,3,2,3,3,2,2,2,1,6,6,1,3,0,1,3,5,NA,js_4
R_dbWodkvF4z859HL,treatment,0,6,1,6,3,3,3,6,6,6,5,5,4,5,5,2,2,2,2,1,2,2,1,1,2,2,6,6,0,6,0,1,2,6,52,js_4
R_elMwUxeFtopPxgp,treatment,1,4,1,6,4,3,3,3,6,6,4,5,7,3,3,5,3,4,3,3,3,4,5,5,5,5,6,5,1,5,1,1,5,5,35,js_4
R_2hKRyyFU4miWyl7,music,0,6,0,3,3,3,3,5,5,5,4,4,5,6,5,5,2,2,3,2,3,3,2,2,3,3,4,3,0,3,1,1,2,4,34,js_4
R_bjstSRN6btz2bfD,treatment,1,6,1,1,6,5,5,6,6,6,3,1,5,3,3,5,2,1,4,4,3,2,3,3,1,1,7,5,0,1,1,1,3,3,41,js_4
R_cGv1YgWRAgIJskl,supply,0,6,0,5,3,5,5,7,7,7,6,6,6,2,7,1,2,1,1,1,1,1,2,2,3,3,5,5,0,7,0,1,3,2,21,js_4
R_6eSxJCm4ygUUIu1,treatment,0,6,1,5,3,3,3,4,5,6,5,5,3,5,6,3,2,3,2,2,3,3,2,2,2,2,5,5,1,5,1,1,6,5,40,js_4
R_5uOqBCxz5ZzjxB3,music,0,6,1,5,4,4,4,5,5,7,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,1,5,0,1,6,7,45,js_4
