"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","learning_conditions","participant_id","code","last_login","token","first_login","show_validation","survey_id","progress","blocked_nav_count","Q_TotalDuration","testing","open_response_lcs","open_response_q_pool","Q11","Q9_1_TEXT","Q9_2_TEXT","Q9_3_TEXT","Q9_4_TEXT","Q9_5_TEXT","Q9_6_TEXT","Q9_7_TEXT","Q6","Q82","Q7","Q83","Q8","Q84","Q9","Q85","Q21","Q86","Q11.1","Q87","Q12","Q88","Q13","Q89","Q14","Q90","Q23","Q61","Q47","Q71","Q37","Q58","Q68","Q59","Q70","Q65","Q67","Q73","Q93","Q93_TEXT","Q19","Q81_1","Q81_2","Q81_3","Q81_4","Q81_5","Q81_6","Q81_6_TEXT","Q81_7","Q81_9","Q81_10","Q81_11","Q81_15","Q81_16","Q81_17","Q81_18","Q81_19","Q81_20","Q81_21","Q81_22","Q54","Q56","Q78","Q20","LocationLatitude","LocationLongitude","LocationAccuracy","X","Q99","Q102","Q100","Q101","Q103","Q104"
NA,"Default Response Set","Anonymous","","",NA,"0","2018-11-30 09:24:58","2018-11-30 09:27:28","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"orange duck","2018-11-30T17:24:59.839Z",NA,"false","",NA,"100","2","149","","[&quot;feedback-for-growth&quot;]","___fg1_2__","1","Safari iPhone","12.0","iPhone","375x667","-1","","Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","7","","7","","6","Sed eleifend pellentesque pellentesque non lobortis luctus in ante. Fringilla a natoque vitae dictum nullam libero vel eget, sociis, nullam fusce vitae. Diam pharetra lobortis curabitur amet quisque, lorem ut ac tincidunt potenti. Ac id egestas non, mus dictum nec accumsan. Vel auctor semper in amet enim nisl vitae torquent interdum. Sodales sit vel sociosqu ut, volutpat, ultrices. Sed, ac scelerisque, luctus nulla risus inceptos purus! Convallis libero condimentum velit ligula nibh. At, ac magnis bibendum penatibus efficitur eu. Fermentum, vitae amet aliquam convallis, aenean arcu mi consectetur, auctor neque, metus.","6","","6","","6","Mus sed mi erat at eleifend felis, amet tristique. Class dignissim in, dui amet etiam, in montes amet vitae nulla aliquam vel sapien vitae. Massa magna sollicitudin est a, sed, lorem, porta, eget natoque bibendum porta vel. Porttitor sed, turpis platea, et felis velit dictumst blandit, luctus lobortis, erat. Nec non nec massa. In posuere nibh, felis metus a consequat penatibus montes aptent purus ut integer quam congue. Lobortis vitae ipsum, mattis. Litora, massa adipiscing class amet sed maximus lectus neque, per sodales sed eget. Parturient lectus non tortor ridiculus tortor at, amet mus non non. Condimentum ante erat sed, posuere amet mollis vel aliquam rhoncus. Donec porttitor efficitur primis, risus felis in. Bibendum, sociosqu at amet, libero nibh neque, ut turpis. Efficitur ac in commodo vivamus purus metus eleifend nunc nullam. Cubilia dapibus sapien est enim aenean lacus. Phasellus, amet, dictum, orci proin eu nec tincidunt arcu facilisi metus orci at. In eros consectetur, habitant interdum commodo ac leo massa. Sed amet quis.","5","","5","","5","","4","4","","","","","","","","","","4","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"6","Nibh, ut ante lacinia porta donec leo suscipit potenti at. Dictum non ornare volutpat, metus facilisis arcu rhoncus efficitur fusce nec. Consequat, eleifend dignissim sed semper fringilla per? Adipiscing urna accumsan hac interdum ultricies integer mi. Porttitor finibus nulla eros interdum sed netus vitae. Sed sed ullamcorper lorem ac libero venenatis congue sed. Tempor justo nisl neque in hac cum aliquam dignissim faucibus dis. Ut porta accumsan nec suspendisse pretium. Ac vehicula volutpat vitae maecenas dictum aliquam facilisi.","2","4","Proin ipsum himenaeos gravida eu tincidunt eu. Gravida sed non ac sit. Aliquam amet quis, suspendisse eu. Egestas laoreet facilisis varius proin dictumst non dapibus per. Facilisis metus a lectus facilisi ipsum nisl mauris turpis nulla elit. Lorem vel, aliquam tincidunt, vel sem efficitur. Tortor consequat venenatis litora magna ad egestas justo nisl in ac ligula torquent.",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-03-01 08:16:10","2019-03-01 08:16:47","1","[&quot;teacher-caring&quot;]",NA,"lion sky","2019-03-01T16:16:11.358Z",NA,"false","",NA,"100","5","37","","[null]","_","1","Chrome","71.0.3578.127","CrOS x86_64 11151.113.0","1517x853","-1","","Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36","7","","6","","6","Viverra amet in eros sit porttitor, ultricies in vitae ut a, sed ipsum vestibulum. Lectus netus laoreet ipsum congue interdum, imperdiet ultrices tempor dictumst amet. Curabitur consequat ullamcorper massa etiam mauris ut fames odio pharetra a pretium phasellus inceptos. Orci sit ex turpis velit litora maximus est sed convallis donec finibus. Est nec maecenas elementum per magna. Sed in turpis ullamcorper curae libero arcu, montes nascetur felis congue semper. Nec et consectetur. Ipsum finibus ut. Tortor eros porta id cras sagittis curabitur ut eu urna imperdiet eros auctor. Sed curabitur justo habitant conubia consequat, sem.","","","","Ligula habitasse aenean ante consectetur sapien eu ac nam aliquam eu. Cras vivamus nam ut ut egestas nisl fusce tristique ante sem justo. Mus enim litora in nunc suspendisse erat. Mollis suscipit urna varius etiam quisque convallis sapien pellentesque vestibulum feugiat. Eleifend, metus augue, fusce suspendisse ac volutpat. In laoreet fames duis sed congue. Pellentesque ut diam feugiat erat amet lacus vitae quam conubia nullam. Diam auctor finibus sem senectus eu dapibus cursus tristique. Litora pharetra sit, ultricies cras nullam semper. Dolor, nunc a erat. Proin, in, etiam, a at nullam consectetur pulvinar pharetra nibh! Nam faucibus, ultrices non, turpis taciti ullamcorper. Lorem sed rutrum vehicula id.","","","","Tempor at nisl sed nisi feugiat euismod. Nibh tempus, imperdiet mus fringilla semper nulla. Nisl velit velit vel condimentum ipsum. Sodales in vel sed malesuada dictumst. Augue, sit accumsan imperdiet pellentesque, eu primis ullamcorper in in et eros a. Velit facilisis varius integer amet est et taciti et auctor. Montes vestibulum curabitur quisque, lobortis, interdum ut sociosqu, libero vitae litora. Vulputate conubia in egestas, facilisis senectus. Torquent nibh sed maecenas cum. Molestie ac, nunc turpis elementum, et maximus. Odio magnis aenean finibus massa aliquam id. Dolor mauris, malesuada aptent nisl et id at. Eu ac bibendum. Sed purus, amet himenaeos montes, volutpat dignissim dignissim blandit, donec. Integer inceptos penatibus in proin sed maximus rhoncus.","","","","","4","4","","","","","","","","","","4","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"1","","7",NA,"",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-09-27 14:44:31","2018-09-27 14:49:12","1","[&quot;teacher-caring&quot;]",NA,"wolf huge","2018-09-27T21:44:31.893Z",NA,"true","true",NA,"100","","281","","[&quot;teacher-caring&quot;]","___tc4_2__","1","Chrome","69.0.3497.95","CrOS x86_64 10895.56.0","1241x698","-1","","Mozilla/5.0 (X11; CrOS x86_64 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36","7","","7","","7","","","","","","","","","","","","","","5","5","4","1","4","5","1","5","4","5","5","5","2","Dui consequat vitae consectetur at non ut gravida in malesuada. Egestas curae ut ut facilisi non posuere. Consequat cras imperdiet tempor. Varius nec interdum nulla. Pharetra sed sed mollis et. Sit sociosqu dis, in vel platea vivamus nisl faucibus leo. Sollicitudin sem cursus in. Dictum mattis in tempor in hendrerit bibendum ante diam nec lacinia. At lectus conubia vehicula arcu egestas blandit, facilisis semper metus, nam at, tempor. Pellentesque nisi quisque, mauris dis leo ipsum, penatibus in.","2","","","","","1","","","","","","","","","","","","","","","1","5","","1",NA,NA,NA,NA,"7","",NA,"7","Hendrerit donec penatibus tempus massa. Eget duis lacinia turpis conubia semper, eu in augue. Erat condimentum at sociosqu morbi dolor eget. Cursus phasellus justo, donec sapien ut sapien interdum nec in facilisis. Tempus laoreet tempus faucibus suscipit amet ac. Sed sem nunc nisi tellus vel. Finibus sed natoque maximus felis sed sociis velit dignissim senectus, vestibulum integer ex lorem rutrum. In in id arcu auctor dis urna. Non ac sodales felis a vitae parturient felis odio ridiculus. Velit, viverra quis, tempus leo. Mattis pretium nam, non eros accumsan morbi, class et, donec! Sed pharetra magnis cum nulla. Ac taciti sagittis torquent posuere, tincidunt dis sit pretium vitae sapien. Tincidunt leo at orci malesuada cubilia aptent aliquam sollicitudin pellentesque suscipit posuere.",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-08-30 08:09:28","2018-08-30 08:16:05","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"pumpkin silver","2018-08-30T15:09:28.165Z",NA,"true","true",NA,"100","","397","","[&quot;meaningful-work&quot;]","___mw3_2__","1","Chrome","67.0.3396.99","CrOS x86_64 10575.58.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","6","","4","","5","","4","","5","","4","","3","","2","","4","","4","4","3","1","3","4","2","4","4","5","4","3","2","","1","","","1","","","","","","","1","","","","","","","","","","1","4","","1",NA,NA,NA,NA,"4","","2","3","Porta diam tempus in arcu. Condimentum risus nullam quis erat ultricies habitant bibendum, ornare. Semper augue ut sociosqu massa et. In in blandit sagittis cursus quis ac sem. Non diam varius eleifend porta dictum. Lectus at id pellentesque ullamcorper leo est ac ante risus, purus maximus. Faucibus eget consectetur sed. Himenaeos sodales dui dictumst euismod tincidunt nostra. Hendrerit mi tempus massa. Cum dictum. Nulla nec fames platea tincidunt sed quis pharetra feugiat. Varius dis non, proin magna.",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-03-28 05:00:27","2019-03-28 05:05:37","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"spider mushroom","2019-03-28T12:00:28.834Z",NA,"true","true",NA,"100","","309","","[&quot;feedback-for-growth&quot;]","___fg3_2__","1","Safari iPad","12.0","iPad","834x1112","-1","","Mozilla/5.0 (iPad; CPU OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","7","","6","","7","","5","","4","Tempus suspendisse metus id nisi primis est malesuada vel nisl. Aptent ante ornare, dignissim mi cras etiam. Odio varius convallis sed sit lacinia. Ultricies sapien odio consectetur risus sed parturient sed. Erat, nulla ridiculus. Neque sed magnis suscipit, tempus cras sem et ligula. Sem mauris urna magnis suspendisse, sed consequat. Penatibus lorem facilisis. Egestas inceptos, tincidunt nibh blandit sapien sed sociosqu sapien eget. Eu, leo luctus vivamus mollis turpis enim sociis quis vitae. A, rutrum sociis sapien, vel in magna velit diam, quis. Volutpat senectus sociosqu natoque eu est velit egestas at congue risus eu et. Rhoncus hac dolor vitae amet. Varius in sed ex lorem risus consectetur nibh magna tempus. Ut efficitur finibus, mi, ligula augue turpis per ipsum odio et odio. Quam ac nibh sagittis commodo maecenas morbi ac justo tincidunt nostra neque.","4","","3","","3","","3","","5","5","4","1","3","5","5","2","3","5","3","5","2","","2","","","","","","","","","","","","1","","","","","","","","1","5","","1",NA,NA,NA,NA,"6","","1",NA,"",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-10-18 10:35:32","2018-10-18 10:39:17","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"sharp mole","2018-10-18T17:35:33.049Z",NA,"true","true",NA,"100","3","225","","[&quot;teacher-caring&quot;]","___tc1_2__","1","Chrome","69.0.3497.120","CrOS x86_64 10895.78.0","1536x864","-1","","Mozilla/5.0 (X11; CrOS x86_64 10895.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.120 Safari/537.36","6","Magnis vel turpis integer quisque quisque diam mi mi. Ex ante, nunc consequat nec sapien. Sed natoque etiam cursus. In dolor lectus ullamcorper potenti in felis, vulputate tempus, neque ac condimentum. Ac aenean suspendisse, risus erat pharetra efficitur ridiculus ut sit. Ut nec metus ligula porta nulla turpis. Non ac fringilla sed quis quis tincidunt justo dictum convallis. Vestibulum nisi aptent sed purus sociis odio. Nullam rutrum mollis, litora ornare praesent, sed diam felis. Non mauris eu nec malesuada sed sed elementum nec.","6","Velit curabitur, elit posuere tristique velit orci semper. Luctus et, habitant in euismod sodales euismod facilisis, quam sapien finibus tortor. Feugiat fermentum, id viverra, sed facilisi non pellentesque risus lacus pharetra. Nulla, dolor tristique sagittis scelerisque integer, sapien, sed mauris neque. Dictum vel nulla ac leo orci, et. Faucibus in rhoncus cursus. Sociosqu, eros scelerisque nunc. Sed, placerat non ut phasellus, et sem. Dictumst nec, ante faucibus ex bibendum quis nisi maecenas. Sed iaculis amet at eu non id id massa et volutpat.","7","","7","","6","Sed ultrices commodo magna nunc hendrerit faucibus dis rhoncus. Eu tempor amet venenatis libero cursus lorem ad ut erat fusce. Montes proin nostra blandit vel id at, proin tortor. Purus sed, quis donec eu aliquam. Lorem amet interdum quam congue enim! Porttitor cubilia eget potenti facilisi. Eu efficitur id duis viverra. Ut non efficitur integer, donec magna eu. Nec tempor, erat id etiam sed nulla. Placerat non gravida augue, porta natoque platea dui, sit sodales magnis.","6","","6","","6","","6","","5","5","4","2","3","4","4","4","4","5","4","4","2","","1","","","1","","","","","1","","","","","","","","","","","","1","5","","1",NA,NA,NA,NA,"4","","4","6","","Elit turpis commodo ac pellentesque adipiscing volutpat venenatis sagittis vehicula facilisi. Libero tortor maximus nullam. Vitae aliquam eget magna quisque. Tellus vestibulum vitae, donec elementum risus felis ultricies gravida. Ante vitae ante iaculis maximus purus faucibus. Imperdiet aliquam, tempus eu curabitur nec. Diam nunc interdum sociis non. Lorem enim quis leo facilisis hac maecenas vestibulum accumsan nulla, ut, netus et et. Mollis non mauris fringilla sodales taciti. Auctor non et ac, pellentesque."
NA,"Default Response Set","Anonymous","","",NA,"0","2019-04-09 09:15:26","2019-04-09 09:20:33","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"good eagle","2019-04-09T16:15:28.463Z",NA,"false","true",NA,"100","","307","","[&quot;teacher-caring&quot;]","___tc2_2__","1","Chrome","73.0.3683.88","CrOS x86_64 11647.104.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 11647.104.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.88 Safari/537.36","3","","2","","4","Egestas non, suscipit morbi lectus cras, felis. Interdum ut velit sit sed vestibulum sit tempus id. Faucibus velit rutrum leo eu feugiat vehicula odio nisi, pellentesque lacus. Leo senectus, torquent ante, dis dui, vivamus tristique consequat? Justo faucibus sit ut pellentesque. Parturient aliquet proin montes donec ex quis quisque bibendum ridiculus vel blandit sed! Sit praesent arcu purus dui amet faucibus congue. Dictumst eu, aptent euismod, nec tincidunt ac, ipsum odio integer aliquam. At taciti hendrerit, metus ullamcorper penatibus lorem dignissim.","2","Neque platea vel nascetur egestas, habitant sit arcu amet! Velit, nullam felis lectus in maecenas pellentesque. Ante mauris orci venenatis ac vitae feugiat euismod pulvinar maximus sit pharetra. Consectetur integer, fusce vestibulum. Elementum pulvinar ex integer, sed. Nostra mi in, ultrices ridiculus ornare nulla commodo pharetra a et magna. Faucibus parturient consequat dolor varius, justo integer eleifend lectus leo. Habitant a suspendisse inceptos sed dui vestibulum imperdiet ante. In risus nec dui risus nec orci. Et magna tristique egestas sagittis vitae maecenas. Nisl eu tempor malesuada, lacinia sagittis vitae pellentesque aliquam dignissim congue. Pellentesque mi ac netus, sed vulputate, sed. Mattis nibh vitae metus urna laoreet.","5","","3","","5","","3","","4","","5","5","","4","","4","5","4","4","4","4","3","1","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"7","","4","5","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-12-07 08:42:54","2018-12-07 08:57:32","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"bamboo silver","2018-12-07T16:42:53.990Z",NA,"true","true",NA,"100","","878","","[&quot;feedback-for-growth&quot;]","___fg1_2__","1","Chrome","70.0.3538.110","Windows NT 10.0","1920x1080","-1","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36","3","","7","","5","","1","","7","","7","","3","","2","","7","","5","3","4","1","4","3","4","5","3","5","2","1","1","","1","","","","1","","","","","","","","","","","","","","","","1","5","Turpis, aliquam nunc placerat amet, ligula phasellus phasellus non nostra quis. Nulla sit, eget sed cubilia sit quisque enim rhoncus laoreet mollis arcu tortor. Arcu justo consequat amet in, ut ullamcorper metus lacinia. Mattis nunc sem at sed tortor inceptos. Enim nostra, eleifend convallis, eros a nibh himenaeos. Magna mi auctor, montes iaculis nisl a a mi euismod bibendum. Eu metus molestie imperdiet arcu, vestibulum, duis ullamcorper eget vestibulum class ut a vestibulum ut? In praesent sapien consectetur vitae. Consequat ullamcorper himenaeos tincidunt curabitur nostra imperdiet eleifend semper suspendisse. Pellentesque metus vestibulum gravida felis, nulla. Mauris magna cum sed. Himenaeos eleifend eu habitasse pellentesque et dapibus tellus! Sapien pellentesque nisl, lacus turpis et. Et quisque enim ut cras orci class in, velit pretium ante pulvinar accumsan tincidunt leo! Et pulvinar montes nostra blandit ex nullam dapibus, sem.","1",NA,NA,NA,NA,"7","","7","4","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-12-07 09:26:16","2018-12-07 09:34:16","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"goose small","2018-12-07T17:26:17.545Z",NA,"true","true",NA,"100","1","479","","[&quot;feedback-for-growth&quot;]","___fg3_2__","1","Chrome","67.0.3396.99","CrOS x86_64 10575.58.0","1536x864","-1","","Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","7","Lobortis sed pellentesque efficitur ligula lobortis lobortis leo non luctus pellentesque nec purus cursus diam. Sed dui sem dictum egestas. Suspendisse, finibus aliquam, egestas non tristique elementum. Molestie aliquam placerat, mauris vel ad nisi, vestibulum turpis pellentesque est. Ultricies nec vel metus purus sed sit, sed nostra phasellus. Tempor, dolor ultricies. Fusce et vitae eleifend scelerisque integer convallis ante in fermentum, ligula at. Quis ac laoreet fames inceptos, nam in. Turpis pharetra sed blandit morbi in ipsum. Consectetur lacus volutpat aenean. Ultricies pellentesque, sapien, pretium mi, eget lobortis. Sollicitudin, eu quis sollicitudin placerat dui mollis eget, sed varius accumsan turpis.","7","","6","","7","","5","","5","","7","","6","","6","","4","5","3","2","4","3","3","5","4","3","4","4","1","","2","","","","","","","","","","","","","","","","","","1","","2","4","","1",NA,NA,NA,NA,"7","","5","6","In luctus, est nascetur magna, interdum ipsum. Risus urna euismod ut id curae eu rutrum ligula. Ligula efficitur et praesent sed tincidunt elementum facilisi. In velit nisl lorem ac, erat cum risus. Suspendisse id nec donec pharetra faucibus! Nunc luctus et pulvinar nascetur, accumsan tempor. Senectus finibus finibus, mi leo, senectus lorem at. Ante nec posuere urna taciti sed litora. A nostra luctus dapibus, et parturient, tristique nunc varius. Vitae, a et magnis scelerisque. Mauris fermentum ipsum nisl turpis non tortor turpis, nulla pharetra habitant. Aliquam quam congue conubia egestas porta congue sapien volutpat maecenas tempor. Sed convallis dictum efficitur est.","Non interdum aliquam convallis. Mattis faucibus, amet porta ac maecenas, netus eu eros. Lobortis, justo, facilisis a libero ac odio, urna. Cras senectus nullam vehicula posuere proin rutrum dui. Laoreet et tempor sem lacinia curae lacus dolor dapibus vehicula porta. Potenti risus sed massa lacinia justo diam. Lorem luctus aliquet eu scelerisque risus aliquam nec sed. Cras sapien at aliquam amet nulla montes non. Tincidunt sociis fusce nunc duis metus integer, nibh egestas augue! Volutpat neque vivamus congue torquent purus et sed est, torquent sagittis. Tellus pellentesque, libero vivamus fringilla tortor tellus ac elementum quis. Ac magna, duis metus imperdiet in a phasellus leo."
NA,"Default Response Set","Anonymous","","",NA,"0","2018-09-14 08:36:05","2018-09-14 08:40:03","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"okra fox","2018-09-14T15:36:06.329Z",NA,"false","",NA,"100","","238","","[&quot;teacher-caring&quot;]","___tc2_2__","1","Chrome","68.0.3440.118","CrOS x86_64 10718.88.2","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10718.88.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.118 Safari/537.36","7","","7","","7","Nisl consequat lectus mattis sed vulputate nullam ante sit semper. Id nunc vestibulum justo faucibus lobortis libero ligula nullam hendrerit. Tortor natoque congue gravida ridiculus dis sed faucibus ante ex. Sociis amet praesent sapien vel convallis platea curae mauris elementum. Et eu blandit facilisi eu a non viverra mauris nec. Enim, lacinia eu congue turpis fames est. Himenaeos, suspendisse habitant velit penatibus turpis, commodo sed non arcu tincidunt vestibulum velit. Rhoncus conubia vel, id per in est amet nisi in primis. Praesent ultrices egestas neque vulputate sodales vestibulum aliquet. Diam vitae imperdiet sagittis libero ut donec suspendisse risus. Feugiat platea, mus odio. Ac placerat vehicula fames risus, fermentum proin magnis sociis nec, eu quam. Finibus fames at non urna id ligula sapien, ad, dis.","7","","7","","5","","5","Bibendum nulla dolor ipsum, quis, ante eu pharetra sed. Eget gravida ultricies et faucibus vel vestibulum sed congue. Eu a mollis sed senectus habitant. Sed sociosqu, est. Sagittis nibh ipsum ipsum ut. Dui mus nisl mauris quam mus curabitur ante elit inceptos vel hendrerit! Luctus id urna maximus lacus mattis sem porttitor nulla. Nec cum felis dolor sed egestas scelerisque ac mauris. Laoreet vel mauris ut montes feugiat, curae cum. Ligula, libero sed mollis lectus accumsan ante, vitae, lectus per natoque. Netus interdum odio maecenas elementum nascetur, ligula maximus turpis, lacus nascetur.","6","","6","","5","5","","","","","","","","","","5","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"7","","2",NA,"",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-08-30 12:39:43","2018-08-30 12:45:26","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"red orange","2018-08-30T19:39:44.083Z",NA,"true","true",NA,"100","","343","","[&quot;meaningful-work&quot;]","___mw2_2__","1","Safari iPhone","11.0","iPhone","375x667","-1","","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1","7","","7","Elit, lacinia felis risus luctus ligula. Sed arcu lorem vel class auctor blandit, ac molestie nisl, erat. Quam, nunc id, erat ultrices! Non aliquam orci sapien, in. Lacus vitae, finibus donec magnis condimentum vestibulum vitae netus ornare. Urna est, tincidunt est vel aptent accumsan. Ultricies vehicula tincidunt consequat vel interdum ac. Blandit vitae eu, torquent mauris. Non sit taciti donec ut nullam quisque pulvinar viverra purus justo, maximus. Platea donec lobortis praesent eu in sed ac ex.","7","","7","","7","","6","","7","","7","","6","","4","5","3","1","4","5","5","3","3","5","5","5","2","","2","","","","","","","","1","","","","","","","","","","","","1","4","","1",NA,NA,NA,NA,"4","","1","2","Sapien efficitur sagittis, eros quis ut et. Per quis quis etiam eu in turpis nascetur neque dignissim purus. Ut vel massa a urna semper aptent fringilla quam ligula. Egestas et leo, pulvinar elit nisi justo dolor potenti metus maximus. In ornare massa primis ornare nibh risus sed ridiculus eget a. Quisque nec nec at sit posuere suscipit, in, tincidunt auctor. Risus dapibus, molestie egestas fringilla mollis mi semper at turpis. Eleifend pharetra eu aliquam sapien primis primis, nunc convallis nec blandit. Facilisi sagittis per. Eu faucibus justo, est, aliquam, vel eros. Feugiat eros nisi turpis aenean proin.",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-03-25 09:48:27","2019-03-25 09:52:53","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"mango horse","2019-03-25T16:48:28.836Z",NA,"false","true",NA,"100","1","266","","[&quot;feedback-for-growth&quot;]","___fg1_2__","1","Chrome","72.0.3626.122","CrOS x86_64 11316.165.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 11316.165.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.122 Safari/537.36","6","","5","","5","","4","","3","","3","","3","","3","","3","","2","2","","3","4","2","1","4","3","4","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"1","","4","3","Sit tempus odio, volutpat arcu accumsan feugiat ullamcorper ut vitae. Eros at ut nisi nunc aliquet. Auctor facilisis magna neque varius, curabitur, torquent. Pulvinar vitae commodo porttitor metus sit arcu luctus pulvinar, et ad curabitur, netus ac. Sagittis facilisis, in porttitor, odio at, conubia quis. Quisque inceptos interdum gravida fames. Justo erat eu lobortis purus luctus ligula. Posuere maximus aptent egestas phasellus in. Eget vel tincidunt, netus amet praesent at habitant odio iaculis.",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-09-13 15:25:50","2018-09-13 15:29:53","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"warm mustard","2018-09-13T22:25:50.727Z",NA,"true","true",NA,"100","2","242","","[&quot;meaningful-work&quot;]","___mw2_2__","1","Chrome iPhone","69.0.3497.71","iPhone","414x736","-1","","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) CriOS/69.0.3497.71 Mobile/15E148 Safari/604.1","7","","7","Dapibus senectus, lacinia class, magna sem in volutpat. Justo et magnis tortor sed et turpis varius porta! Leo elementum odio commodo, enim velit. Cras in potenti pretium, ipsum donec, enim sodales. Pellentesque consequat eu vivamus hac nunc maximus velit euismod quam posuere dolor aliquam. Arcu tellus tellus ipsum tortor. Dictum, quis imperdiet ut suspendisse himenaeos etiam suscipit in, tincidunt maximus elit quis curae natoque. Nascetur cursus dignissim semper ut tempor commodo, laoreet.","7","","7","","7","","7","","7","Pharetra tristique ornare purus commodo ex sit pulvinar. Scelerisque ullamcorper nam, ut. Mauris in lectus neque augue quis sed turpis sociis sem amet turpis ornare. Dolor risus curabitur venenatis enim tellus curabitur. Vivamus ut velit interdum tristique ante amet blandit auctor condimentum suspendisse. Vitae lacus vitae, ante non nunc integer sed velit. Tortor eu suspendisse nunc. Dui amet maximus urna nec ante sodales. Amet suspendisse habitasse, ac donec nec ut mauris.","7","Facilisis, nullam purus nulla. Vivamus ut sodales ridiculus maecenas felis mollis in, porttitor. Nunc nibh cras tincidunt donec mattis eros sit etiam enim taciti. Sapien tincidunt vel sed torquent phasellus. Efficitur ut posuere sagittis nunc nibh malesuada mauris porttitor etiam. Erat sed class phasellus. Cursus orci, nulla urna congue non erat sed leo. Augue eleifend, libero quam et, quis rhoncus suscipit torquent in justo eros.","7","","5","5","4","2","3","5","5","5","5","5","5","5","2","","1","","","","","","","","","","1","","","","","","","","","","1","3","","1",NA,NA,NA,NA,"2","","5","6","",""
